customer_id,country,customer_tier,join_date
C01439,United States,Bronze,2022-11-24
C01440,Canada,Silver,2022-11-02
C01441,Mexico,Bronze,2022-01-11
C01442,United States,Bronze,2022-01-26
C01443,Canada,Silver,2022-06-20
C01444,United States,Silver,2022-05-05
C01445,Australia,Silver,2022-03-06
C01446,United States,Bronze,2022-10-17
C01447,Canada,Silver,2022-04-16
C01448,Australia,Bronze,2022-02-05
C01449,Brazil,Silver,2022-10-11
C01450,Canada,Bronze,2022-04-17
C01451,United Kingdom,Silver,2022-10-28
C01452,Canada,Bronze,2022-04-21
C01453,Australia,Bronze,2022-04-30
C01454,United Kingdom,Bronze,2022-06-18
C01455,United States,Bronze,2022-03-17
C01456,Brazil,Gold,2022-11-02
C01457,Canada,Bronze,2022-01-02
C01458,Canada,Gold,2022-05-22
C01459,United States,Silver,2022-03-16
C01460,Canada,Bronze,2022-03-08
C01461,United States,Silver,2022-10-04
C01462,Canada,Bronze,2022-05-09
C01463,United States,Bronze,2022-03-31
C01464,Canada,Gold,2022-02-26
C01465,Spain,Bronze,2022-12-05
C01466,United States,Silver,2022-01-14
C01467,Mexico,Gold,2022-03-09
C01468,United States,Silver,2022-01-08
C01469,Australia,Bronze,2022-07-03
C01470,France,Bronze,2022-05-02
C01471,United Kingdom,Bronze,2022-10-29
C01472,Germany,Bronze,2022-06-15
C01473,Australia,Silver,2022-01-09
C01474,United States,Silver,2022-03-31
C01475,United States,Bronze,2022-05-16
C01476,Canada,Silver,2022-01-27
C01477,France,Silver,2022-03-06
C01478,Germany,Silver,2022-08-04
C01479,France,Bronze,2022-09-27
C01480,United States,Bronze,2022-02-28
C01481,France,Silver,2022-02-02
C01482,United States,Silver,2022-09-01
C01483,United Kingdom,Bronze,2022-08-18
C01484,United States,Bronze,2022-07-05
C01485,United States,Silver,2022-09-20
C01486,United States,Bronze,2022-10-31
C01487,United States,Gold,2022-02-25
C01488,Canada,Silver,2022-08-20
C01489,United States,Bronze,2022-09-15
C01490,United States,Bronze,2022-04-24
C01491,United States,Silver,2022-11-11
C01492,United States,Bronze,2022-01-23
C01493,United States,Bronze,2022-12-04
C01494,United States,Bronze,2022-09-24
C01495,Canada,Bronze,2022-06-04
C01496,Canada,Bronze,2022-08-23
C01497,Canada,Silver,2022-11-26
C01498,United Kingdom,Gold,2022-01-16
C01499,United States,Silver,2022-02-01
C01500,Australia,Silver,2022-09-03
C01501,United Kingdom,Bronze,2022-07-25
C01502,United Kingdom,Bronze,2022-08-07
C01503,United States,Silver,2022-12-18
C01504,United States,Gold,2022-02-25
C01505,United States,Silver,2022-09-09
C01506,United States,Silver,2022-12-31
C01507,United Kingdom,Bronze,2022-08-16
C01508,United Kingdom,Gold,2022-02-07
C01509,Canada,Bronze,2022-02-11
C01510,Germany,Bronze,2022-06-14
C01511,France,Silver,2022-11-08
C01512,Germany,Silver,2022-03-17
C01513,Mexico,Gold,2022-02-03
C01514,United States,Bronze,2022-03-06
C01515,United States,Bronze,2022-05-21
C01516,United States,Silver,2022-11-16
C01517,Canada,Bronze,2022-11-21
C01518,Japan,Bronze,2022-10-27
C01519,United States,Silver,2022-10-08
C01520,Brazil,Gold,2022-12-31
C01521,United States,Bronze,2022-06-16
C01522,Brazil,Bronze,2022-07-15
C01523,United States,Bronze,2022-11-02
C01524,United States,Bronze,2022-09-29
C01525,United Kingdom,Bronze,2022-05-31
C01526,United States,Silver,2022-08-21
C01527,United States,Bronze,2022-09-16
C01528,United States,Bronze,2022-11-06
C01529,France,Bronze,2022-08-09
C01530,United Kingdom,Silver,2022-02-20
C01531,United States,Silver,2022-12-26
C01532,Canada,Silver,2022-02-28
C01533,Germany,Silver,2022-12-02
C01534,United States,Silver,2022-11-30
C01535,United States,Bronze,2022-10-10
C01536,United States,Bronze,2022-04-21
C01537,United States,Silver,2022-08-09
C01538,Canada,Bronze,2022-08-20
C01539,United States,Gold,2022-04-27
C01540,United Kingdom,Gold,2022-07-31
C01541,Germany,Silver,2022-06-23
C01542,United States,Bronze,2022-08-21
C01543,United Kingdom,Silver,2022-07-24
C01544,United States,Silver,2022-08-01
C01545,Mexico,Silver,2022-02-18
C01546,United Kingdom,Bronze,2022-06-10
C01547,France,Gold,2022-08-07
C01548,United Kingdom,Bronze,2022-06-10
C01549,United States,Bronze,2022-12-07
C01550,Canada,Bronze,2022-05-11
C01551,Mexico,Bronze,2022-07-11
C01552,Canada,Gold,2022-03-20
C01553,France,Silver,2022-12-18
C01554,Japan,Bronze,2022-08-31
C01555,United States,Silver,2022-02-04
C01556,United States,Bronze,2022-02-16
C01557,Canada,Bronze,2022-02-13
C01558,United States,Bronze,2022-02-17
C01559,Australia,Bronze,2022-08-10
C01560,Japan,Bronze,2022-02-19
C01561,United States,Bronze,2022-07-10
C01562,United States,Silver,2022-03-08
C01563,France,Bronze,2022-10-12
C01564,United States,Gold,2022-01-31
C01565,France,Silver,2022-10-28
C01566,United States,Bronze,2022-10-15
C01567,Canada,Silver,2022-10-15
C01568,United States,Silver,2022-06-18
C01569,Canada,Gold,2022-12-10
C01570,United Kingdom,Bronze,2022-03-04
C01571,United Kingdom,Bronze,2022-07-30
C01572,United States,Bronze,2022-07-01
C01573,Germany,Silver,2022-12-07
C01574,Australia,Bronze,2022-08-05
C01575,United States,Bronze,2022-01-27
C01576,United States,Silver,2022-05-28
C01577,United States,Silver,2022-11-04
C01578,Canada,Silver,2022-06-09
C01579,Canada,Bronze,2022-06-30
C01580,United Kingdom,Bronze,2022-02-23
C01581,United States,Bronze,2022-10-23
C01582,United States,Silver,2022-09-17
C01583,United Kingdom,Bronze,2022-04-19
C01584,United Kingdom,Bronze,2022-03-21
C01585,Spain,Bronze,2022-12-03
C01586,United States,Bronze,2022-09-04
C01587,Canada,Silver,2022-04-25
C01588,United States,Gold,2022-02-25
C01589,United States,Bronze,2022-06-29
C01590,Germany,Bronze,2022-10-12
C01591,Canada,Bronze,2022-07-08
C01592,Spain,Silver,2022-02-28
C01593,United States,Bronze,2022-05-23
C01594,United States,Silver,2022-10-21
C01595,Germany,Silver,2022-04-26
C01596,United Kingdom,Bronze,2022-08-08
C01597,United States,Bronze,2022-10-15
C01598,United States,Silver,2022-11-15
C01599,United States,Silver,2022-11-11
C01600,Japan,Silver,2022-12-12
C01601,United States,Silver,2022-11-26
C01602,United States,Bronze,2022-10-13
C01603,United States,Bronze,2022-01-14
C01604,United States,Silver,2022-11-08
C01605,United States,Bronze,2022-12-03
C01606,United Kingdom,Bronze,2022-12-22
C01607,United States,Bronze,2022-05-17
C01608,France,Silver,2022-01-15
C01609,United States,Bronze,2022-04-03
C01610,United Kingdom,Silver,2022-05-20
C01611,Japan,Silver,2022-12-26
C01612,Canada,Gold,2022-06-08
C01613,United Kingdom,Silver,2022-06-23
C01614,United States,Gold,2022-06-29
C01615,United States,Silver,2022-01-04
C01616,Canada,Silver,2022-04-03
C01617,Spain,Bronze,2022-03-15
C01618,Canada,Bronze,2022-10-17
C01619,United Kingdom,Silver,2022-12-03
C01620,Germany,Bronze,2022-07-25
C01621,United Kingdom,Bronze,2022-02-05
C01622,United States,Bronze,2022-03-14
C01623,United Kingdom,Gold,2022-11-21
C01624,Mexico,Bronze,2022-01-16
C01625,United States,Bronze,2022-02-16
C01626,Canada,Bronze,2022-09-29
C01627,United States,Silver,2022-04-21
C01628,United Kingdom,Bronze,2022-07-12
C01629,United States,Bronze,2022-08-03
C01630,United Kingdom,Bronze,2022-08-21
C01631,Germany,Gold,2022-06-24
C01632,United States,Silver,2022-03-22
C01633,Canada,Bronze,2022-07-09
C01634,France,Bronze,2022-06-09
C01635,Brazil,Gold,2022-06-16
C01636,United States,Bronze,2022-10-18
C01637,United States,Silver,2022-11-02
C01638,United States,Bronze,2022-02-13
C01639,Spain,Bronze,2022-01-27
C01640,Brazil,Bronze,2022-03-21
C01641,United Kingdom,Bronze,2022-03-22
C01642,Australia,Silver,2022-11-13
C01643,United Kingdom,Bronze,2022-01-26
C01644,Canada,Gold,2022-12-12
C01645,United States,Bronze,2022-02-11
C01646,Germany,Bronze,2022-05-20
C01647,United States,Bronze,2022-08-15
C01648,France,Silver,2022-12-05
C01649,France,Bronze,2022-08-06
C01650,Germany,Silver,2022-09-06
C01651,United States,Gold,2022-11-07
C01652,United States,Bronze,2022-08-15
C01653,United States,Silver,2022-08-01
C01654,United States,Bronze,2022-05-20
C01655,United States,Silver,2022-04-21
C01656,Brazil,Silver,2022-09-20
C01657,United Kingdom,Bronze,2022-02-28
C01658,United States,Bronze,2022-06-26
C01659,United States,Silver,2022-08-09
C01660,United States,Bronze,2022-02-26
C01661,Canada,Bronze,2022-05-26
C01662,United Kingdom,Bronze,2022-12-14
C01663,Japan,Silver,2022-12-14
C01664,United Kingdom,Bronze,2022-10-31
C01665,Spain,Bronze,2022-09-07
C01666,Australia,Bronze,2022-09-27
C01667,United States,Gold,2022-12-08
C01668,Brazil,Bronze,2022-06-07
C01669,United States,Bronze,2022-01-24
C01670,France,Bronze,2022-04-23
C01671,United States,Silver,2022-07-22
C01672,Australia,Bronze,2022-11-03
C01673,Australia,Bronze,2022-01-29
C01674,France,Gold,2022-01-04
C01675,France,Silver,2022-04-15
C01676,United States,Bronze,2022-06-04
C01677,United States,Gold,2022-04-19
C01678,United States,Bronze,2022-03-12
C01679,United States,Bronze,2022-05-11
C01680,Canada,Bronze,2022-05-29
C01681,United States,Silver,2022-06-17
C01682,Mexico,Silver,2022-03-03
C01683,Canada,Bronze,2022-01-04
C01684,France,Silver,2022-09-12
C01685,United States,Bronze,2022-08-09
C01686,Australia,Silver,2022-03-31
C01687,Brazil,Gold,2022-03-08
C01688,United Kingdom,Gold,2022-07-14
C01689,Canada,Bronze,2022-09-30
C01690,Germany,Bronze,2022-12-27
C01691,United States,Silver,2022-04-28
C01692,United Kingdom,Silver,2022-09-14
C01693,United States,Silver,2022-10-14
C01694,United States,Bronze,2022-12-09
C01695,United States,Silver,2022-07-01
C01696,United States,Bronze,2022-02-06
C01697,United States,Bronze,2022-07-23
C01698,United States,Bronze,2022-01-22
C01699,Mexico,Gold,2022-08-12
C01700,United Kingdom,Bronze,2022-01-10
C01701,Mexico,Silver,2022-08-24
C01702,United States,Gold,2022-02-09
C01703,United States,Bronze,2022-06-10
C01704,United Kingdom,Bronze,2022-10-22
C01705,United States,Silver,2022-08-08
C01706,United States,Silver,2022-10-21
C01707,Canada,Bronze,2022-07-27
C01708,United States,Silver,2022-12-30
C01709,Canada,Bronze,2022-11-24
C01710,Canada,Bronze,2022-08-02
C01711,United States,Silver,2022-05-29
C01712,United States,Silver,2022-02-28
C01713,France,Silver,2022-07-27
C01714,United Kingdom,Bronze,2022-01-11
C01715,United States,Bronze,2022-06-16
C01716,Spain,Silver,2022-03-29
C01717,United States,Bronze,2022-11-13
C01718,Canada,Bronze,2022-08-24
C01719,Spain,Silver,2022-12-20
C01720,United States,Bronze,2022-07-05
C01721,United States,Silver,2022-02-15
C01722,United States,Gold,2022-08-12
C01723,United States,Silver,2022-02-24
C01724,United States,Silver,2022-05-05
C01725,Canada,Silver,2022-08-12
C01726,United States,Gold,2022-10-29
C01727,United Kingdom,Bronze,2022-07-25
C01728,Spain,Bronze,2022-09-26
C01729,France,Bronze,2022-02-10
C01730,Canada,Silver,2022-07-22
C01731,United States,Gold,2022-06-08
C01732,Canada,Gold,2022-06-23
C01733,United Kingdom,Bronze,2022-04-24
C01734,United States,Bronze,2022-06-20
C01735,United States,Silver,2022-03-28
C01736,Japan,Gold,2022-02-09
C01737,United States,Bronze,2022-09-19
C01738,United States,Silver,2022-11-21
C01739,United States,Silver,2022-02-28
C01740,United States,Bronze,2022-09-29
C01741,France,Bronze,2022-09-19
C01742,Germany,Gold,2022-04-10
C01743,Germany,Gold,2022-06-28
C01744,United States,Bronze,2022-06-29
C01745,United States,Silver,2022-11-27
C01746,United Kingdom,Gold,2022-03-17
C01747,United States,Silver,2022-05-01
C01748,United States,Gold,2022-02-22
C01749,Germany,Silver,2022-03-16
C01750,United States,Bronze,2022-05-12
C01751,United Kingdom,Silver,2022-04-12
C01752,United States,Silver,2022-03-30
C01753,United States,Bronze,2022-11-05
C01754,United States,Bronze,2022-03-20
C01755,Mexico,Bronze,2022-12-02
C01756,France,Bronze,2022-02-08
C01757,Mexico,Gold,2022-04-01
C01758,United Kingdom,Bronze,2022-11-18
C01759,United States,Silver,2022-09-10
C01760,United Kingdom,Bronze,2022-08-26
C01761,United Kingdom,Silver,2022-10-16
C01762,Australia,Bronze,2022-10-24
C01763,United States,Bronze,2022-08-18
C01764,United Kingdom,Silver,2022-12-15
C01765,United States,Bronze,2022-10-17
C01766,United States,Bronze,2022-11-26
C01767,Germany,Bronze,2022-11-22
C01768,United Kingdom,Gold,2022-11-16
C01769,United States,Bronze,2022-06-15
C01770,United States,Silver,2022-11-18
C01771,United Kingdom,Gold,2022-06-11
C01772,France,Silver,2022-03-19
C01773,Japan,Silver,2022-08-14
C01774,Mexico,Bronze,2022-02-04
C01775,France,Silver,2022-08-29
C01776,United States,Bronze,2022-08-15
C01777,Canada,Gold,2022-11-20
C01778,United States,Silver,2022-06-05
C01779,United States,Silver,2022-05-21
C01780,Australia,Silver,2022-10-30
C01781,United States,Gold,2022-01-29
C01782,Japan,Silver,2022-06-30
C01783,United Kingdom,Bronze,2022-09-17
C01784,Canada,Silver,2022-02-07
C01785,Canada,Silver,2022-06-08
C01786,Japan,Silver,2022-08-25
C01787,Canada,Bronze,2022-08-20
C01788,Canada,Bronze,2022-01-20
C01789,United States,Silver,2022-01-30
C01790,United Kingdom,Silver,2022-07-08
C01791,United States,Gold,2022-05-27
C01792,Germany,Bronze,2022-02-09
C01793,United Kingdom,Gold,2022-11-27
C01794,Canada,Silver,2022-02-16
C01795,United States,Silver,2022-11-11
C01796,United States,Silver,2022-11-01
C01797,Germany,Silver,2022-09-17
C01798,United States,Bronze,2022-07-16
C01799,United States,Gold,2022-08-25
C01800,United States,Bronze,2022-10-25
C01801,Mexico,Gold,2022-10-11
C01802,Germany,Gold,2022-01-22
C01803,United States,Bronze,2022-08-19
C01804,United States,Silver,2022-10-20
C01805,United States,Bronze,2022-11-30
C01806,France,Bronze,2022-04-07
C01807,Canada,Gold,2022-06-14
C01808,United States,Bronze,2022-11-06
C01809,United States,Silver,2022-09-01
C01810,United States,Bronze,2022-09-14
C01811,Canada,Silver,2022-03-19
C01812,Germany,Bronze,2022-02-01
C01813,United States,Gold,2022-08-19
C01814,United States,Bronze,2022-02-22
C01815,United States,Bronze,2022-06-25
C01816,Mexico,Bronze,2023-01-01
C01817,United States,Bronze,2022-02-13
C01818,Germany,Bronze,2022-09-16
C01819,Canada,Bronze,2022-11-27
C01820,United States,Silver,2022-03-30
C01821,United States,Silver,2022-01-21
C01822,United States,Silver,2022-05-07
C01823,Canada,Silver,2022-12-29
C01824,France,Silver,2022-08-13
C01825,Canada,Bronze,2022-08-13
C01826,United Kingdom,Silver,2022-09-26
C01827,United States,Bronze,2022-09-25
C01828,Mexico,Silver,2022-11-09
C01829,France,Silver,2022-03-23
C01830,United States,Bronze,2022-07-06
C01831,Mexico,Bronze,2022-07-10
C01832,Canada,Bronze,2022-05-25
C01833,United Kingdom,Bronze,2022-07-18
C01834,Germany,Silver,2022-07-29
C01835,France,Bronze,2022-06-23
C01836,Canada,Gold,2022-12-14
C01837,United States,Silver,2022-11-03
C01838,United States,Silver,2022-01-27
C01839,Brazil,Gold,2022-11-20
C01840,United States,Silver,2022-11-28
C01841,United States,Bronze,2022-06-21
C01842,United States,Bronze,2022-02-03
C01843,United States,Silver,2022-06-18
C01844,Canada,Gold,2022-02-18
C01845,Brazil,Silver,2022-10-13
C01846,United States,Silver,2022-12-14
C01847,United States,Bronze,2022-07-17
C01848,United States,Gold,2022-05-26
C01849,Japan,Bronze,2022-05-10
C01850,Canada,Gold,2022-12-03
C01851,United States,Bronze,2022-11-05
C01852,France,Silver,2022-03-18
C01853,Australia,Bronze,2022-06-20
C01854,Australia,Silver,2022-02-11
C01855,Japan,Bronze,2022-10-26
C01856,United States,Silver,2022-12-06
C01857,Germany,Gold,2022-03-14
C01858,United Kingdom,Bronze,2022-06-29
C01859,Australia,Bronze,2022-06-08
C01860,Germany,Bronze,2022-12-02
C01861,France,Bronze,2022-12-24
C01862,Canada,Bronze,2022-12-06
C01863,United States,Gold,2022-07-20
C01864,United Kingdom,Silver,2022-03-08
C01865,Spain,Silver,2022-11-01
C01866,Brazil,Bronze,2022-12-29
C01867,United States,Silver,2022-02-13
C01868,United States,Gold,2022-06-08
C01869,United States,Bronze,2022-10-14
C01870,Germany,Bronze,2022-07-12
C01871,France,Silver,2022-11-26
C01872,United States,Gold,2022-06-18
C01873,United Kingdom,Silver,2022-03-07
C01874,Australia,Silver,2022-12-10
C01875,Germany,Silver,2022-12-26
C01876,United Kingdom,Bronze,2022-12-17
C01877,United Kingdom,Bronze,2022-09-27
C01878,United Kingdom,Bronze,2022-02-17
C01879,United States,Silver,2022-11-27
C01880,United Kingdom,Bronze,2022-12-10
C01881,Canada,Silver,2022-08-05
C01882,Australia,Silver,2022-09-18
C01883,Canada,Bronze,2022-07-05
C01884,Germany,Silver,2022-01-10
C01885,United States,Gold,2022-07-05
C01886,United Kingdom,Bronze,2022-06-08
C01887,United States,Silver,2022-04-03
C01888,United States,Bronze,2022-04-20
C01889,Germany,Gold,2022-06-24
C01890,Spain,Bronze,2022-09-06
C01891,United States,Silver,2022-04-09
C01892,United States,Gold,2022-04-26
C01893,France,Bronze,2022-03-12
C01894,United States,Silver,2022-03-21
C01895,United Kingdom,Silver,2022-02-09
C01896,Germany,Gold,2022-06-01
C01897,Canada,Gold,2022-02-21
C01898,United States,Silver,2022-09-17
C01899,United States,Gold,2022-10-04
C01900,France,Bronze,2022-09-27
C01901,United Kingdom,Gold,2022-01-20
C01902,United States,Silver,2022-12-05
C01903,Germany,Gold,2022-06-22
C01904,United States,Silver,2022-11-13
C01905,Germany,Bronze,2022-03-09
C01906,United States,Silver,2022-11-02
C01907,Mexico,Bronze,2022-07-12
C01908,United States,Silver,2022-03-20
C01909,United States,Bronze,2022-03-25
C01910,United States,Bronze,2022-04-03
C01911,United States,Bronze,2022-12-21
C01912,Australia,Bronze,2022-11-16
C01913,Spain,Bronze,2022-03-26
C01914,United States,Silver,2022-08-13
C01915,United States,Silver,2022-01-23
C01916,Germany,Bronze,2022-07-30
C01917,Japan,Silver,2022-07-06
C01918,United Kingdom,Silver,2022-12-13
C01919,United States,Bronze,2022-05-02
C01920,United States,Silver,2022-08-16
C01921,Canada,Bronze,2022-11-09
C01922,United States,Bronze,2022-05-26
C01923,Canada,Bronze,2022-08-18
C01924,United States,Bronze,2022-04-30
C01925,France,Gold,2022-10-01
C01926,United States,Silver,2022-05-03
C01927,United Kingdom,Silver,2022-06-08
C01928,United Kingdom,Silver,2022-08-29
C01929,Canada,Bronze,2022-04-10
C01930,United States,Bronze,2022-07-08
C01931,United Kingdom,Silver,2022-12-14
C01932,United Kingdom,Silver,2022-10-20
C01933,United Kingdom,Bronze,2022-08-14
C01934,Canada,Silver,2022-08-25
C01935,Canada,Silver,2022-05-25
C01936,France,Silver,2022-07-15
C01937,United States,Bronze,2022-09-15
C01938,France,Bronze,2022-09-28
C01939,United Kingdom,Bronze,2022-08-03
C01940,United States,Bronze,2022-03-24
C01941,United States,Silver,2022-04-13
C01942,United States,Silver,2022-11-06
C01943,France,Bronze,2022-03-12
C01944,Germany,Silver,2022-05-09
C01945,France,Bronze,2022-01-27
C01946,United Kingdom,Bronze,2022-11-25
C01947,United States,Bronze,2022-09-04
C01948,United States,Bronze,2022-07-10
C01949,United States,Bronze,2022-10-11
C01950,United States,Bronze,2022-02-22
C01951,United States,Silver,2022-12-31
C01952,United States,Gold,2022-09-22
C01953,United Kingdom,Silver,2022-03-05
C01954,Germany,Bronze,2022-05-26
C01955,Spain,Silver,2022-02-12
C01956,Brazil,Bronze,2022-03-24
C01957,Canada,Silver,2022-05-20
C01958,United States,Bronze,2022-08-19
C01959,Canada,Silver,2022-09-20
C01960,France,Bronze,2022-03-17
C01961,United States,Bronze,2022-08-12
C01962,United States,Silver,2022-02-16
C01963,Australia,Silver,2022-04-24
C01964,United States,Bronze,2022-08-19
C01965,United Kingdom,Silver,2022-06-28
C01966,United Kingdom,Silver,2022-01-14
C01967,United States,Bronze,2022-08-01
C01968,United States,Bronze,2022-01-28
C01969,United States,Bronze,2022-07-22
C01970,United States,Silver,2022-09-15
C01971,United States,Silver,2022-07-11
C01972,Australia,Bronze,2022-05-01
C01973,United States,Bronze,2022-07-17
C01974,United Kingdom,Bronze,2022-02-11
C01975,United States,Silver,2022-07-11
C01976,Brazil,Silver,2022-04-25
C01977,United States,Gold,2022-01-15
C01978,United States,Silver,2022-06-13
C01979,Australia,Gold,2022-02-20
C01980,Australia,Gold,2023-01-01
C01981,United States,Bronze,2022-11-29
C01982,France,Silver,2022-06-21
C01983,United Kingdom,Bronze,2022-03-16
C01984,United Kingdom,Bronze,2022-03-12
C01985,United States,Bronze,2022-01-20
C01986,United States,Silver,2022-05-27
C01987,Germany,Bronze,2022-08-30
C01988,United Kingdom,Bronze,2022-12-23
C01989,United States,Bronze,2022-03-13
C01990,Germany,Bronze,2022-12-28
C01991,Germany,Bronze,2022-08-29
C01992,United States,Bronze,2022-08-18
C01993,Canada,Silver,2022-11-12
C01994,United States,Bronze,2022-01-03
C01995,Germany,Gold,2022-02-10
C01996,Canada,Bronze,2022-01-10
C01997,Mexico,Gold,2022-05-12
C01998,United States,Silver,2022-04-21
C01999,United States,Bronze,2022-03-18
C02000,United States,Bronze,2022-10-08
C02001,United States,Silver,2022-11-08
C02002,United States,Silver,2022-09-28
C02003,Japan,Bronze,2022-08-05
C02004,United States,Silver,2022-02-26
C02005,United States,Bronze,2022-05-28
C02006,Germany,Gold,2022-05-02
C02007,United States,Bronze,2022-06-04
C02008,France,Bronze,2022-03-04
C02009,United States,Silver,2022-01-25
C02010,United Kingdom,Silver,2022-05-03
C02011,United States,Silver,2022-08-03
C02012,United States,Bronze,2022-11-24
C02013,Japan,Bronze,2022-11-15
C02014,United States,Bronze,2022-08-23
C02015,United Kingdom,Silver,2022-02-02
C02016,United States,Silver,2022-02-26
C02017,United States,Gold,2022-09-13
C02018,Japan,Silver,2022-11-02
C02019,United States,Bronze,2022-10-02
C02020,Canada,Bronze,2022-01-09
C02021,Mexico,Bronze,2022-11-20
C02022,United Kingdom,Silver,2022-09-21
C02023,Brazil,Bronze,2022-10-22
C02024,United States,Bronze,2022-05-04
C02025,United States,Bronze,2022-03-15
C02026,United States,Bronze,2022-05-30
C02027,Germany,Silver,2022-08-08
C02028,Spain,Gold,2022-01-01
C02029,United States,Bronze,2022-11-11
C02030,Canada,Gold,2022-06-30
C02031,United States,Silver,2022-05-04
C02032,United Kingdom,Bronze,2022-10-20
C02033,United Kingdom,Bronze,2022-08-02
C02034,Mexico,Bronze,2022-04-06
C02035,Canada,Silver,2022-12-07
C02036,United States,Silver,2022-12-09
C02037,United States,Bronze,2022-02-13
C02038,United States,Bronze,2022-09-26
C02039,United States,Bronze,2022-07-04
C02040,United States,Bronze,2022-02-04
C02041,Australia,Bronze,2022-09-27
C02042,United Kingdom,Bronze,2022-10-06
C02043,United Kingdom,Silver,2022-09-17
C02044,United States,Bronze,2022-09-17
C02045,Australia,Bronze,2022-10-11
C02046,Germany,Bronze,2022-01-11
C02047,United States,Silver,2022-07-19
C02048,Germany,Bronze,2022-08-29
C02049,United Kingdom,Silver,2022-01-23
C02050,United States,Bronze,2022-11-22
C02051,United Kingdom,Silver,2022-07-18
C02052,United Kingdom,Bronze,2022-07-11
C02053,United States,Silver,2022-05-10
C02054,Brazil,Gold,2022-01-09
C02055,Australia,Silver,2022-07-02
C02056,Canada,Bronze,2022-02-04
C02057,United Kingdom,Silver,2022-06-26
C02058,United States,Silver,2022-05-04
C02059,Canada,Bronze,2022-12-03
C02060,United Kingdom,Silver,2022-11-18
C02061,United States,Bronze,2022-02-23
C02062,United Kingdom,Bronze,2022-10-25
C02063,France,Bronze,2022-06-20
C02064,United Kingdom,Silver,2022-03-10
C02065,United States,Bronze,2022-01-23
C02066,France,Gold,2022-06-30
C02067,United States,Silver,2022-10-07
C02068,United States,Silver,2022-06-23
C02069,United States,Bronze,2022-11-26
C02070,United States,Gold,2022-03-31
C02071,Germany,Bronze,2022-12-17
C02072,United Kingdom,Bronze,2022-08-26
C02073,United States,Silver,2022-12-23
C02074,Australia,Gold,2022-09-03
C02075,Australia,Bronze,2022-11-20
C02076,Australia,Bronze,2022-04-04
C02077,United States,Bronze,2022-03-11
C02078,United Kingdom,Silver,2022-02-02
C02079,Spain,Silver,2022-08-23
C02080,France,Silver,2022-01-19
C02081,United States,Gold,2022-05-31
C02082,United States,Gold,2022-04-14
C02083,United Kingdom,Bronze,2022-01-23
C02084,Japan,Silver,2022-04-13
C02085,United Kingdom,Silver,2022-01-22
C02086,United Kingdom,Bronze,2022-06-11
C02087,United States,Bronze,2022-06-08
C02088,Canada,Gold,2022-09-21
C02089,France,Bronze,2022-07-23
C02090,United States,Gold,2022-10-06
C02091,France,Gold,2022-08-31
C02092,Mexico,Gold,2022-05-10
C02093,United States,Bronze,2022-01-19
C02094,United Kingdom,Gold,2022-11-28
C02095,United States,Gold,2022-04-08
C02096,France,Silver,2022-05-27
C02097,United Kingdom,Bronze,2022-07-02
C02098,Canada,Silver,2022-01-25
C02099,France,Silver,2022-12-02
C02100,United States,Gold,2022-06-19
C02101,Japan,Silver,2022-05-20
C02102,United Kingdom,Bronze,2022-03-05
C02103,United States,Bronze,2022-07-08
C02104,Canada,Silver,2022-08-12
C02105,France,Silver,2022-07-24
C02106,United States,Gold,2022-08-14
C02107,Australia,Silver,2022-07-17
C02108,Japan,Gold,2022-06-23
C02109,United States,Bronze,2022-04-06
C02110,Spain,Bronze,2022-09-12
C02111,United States,Bronze,2022-12-21
C02112,United States,Bronze,2022-09-12
C02113,United States,Bronze,2022-07-08
C02114,Japan,Bronze,2022-09-23
C02115,Canada,Silver,2022-05-17
C02116,United States,Bronze,2022-02-12
C02117,United States,Silver,2022-08-06
C02118,Canada,Silver,2022-02-10
C02119,United States,Bronze,2022-08-09
C02120,Japan,Silver,2022-11-05
C02121,France,Silver,2022-04-03
C02122,United Kingdom,Bronze,2022-10-07
C02123,Mexico,Gold,2022-05-31
C02124,United States,Silver,2022-06-14
C02125,Spain,Bronze,2022-02-22
C02126,Canada,Bronze,2022-02-10
C02127,Canada,Bronze,2022-06-17
C02128,United States,Silver,2022-12-05
C02129,Japan,Silver,2022-06-01
C02130,United States,Bronze,2022-06-06
C02131,United States,Bronze,2022-08-17
C02132,United States,Bronze,2022-11-05
C02133,United Kingdom,Gold,2022-08-07
C02134,United Kingdom,Gold,2022-03-27
C02135,Germany,Bronze,2022-12-20
C02136,Japan,Silver,2022-08-16
C02137,United States,Bronze,2022-06-29
C02138,Germany,Gold,2022-08-17
C02139,United States,Bronze,2022-01-22
C02140,Australia,Bronze,2022-06-30
C02141,France,Bronze,2022-11-11
C02142,United Kingdom,Gold,2022-08-11
C02143,Germany,Bronze,2022-05-21
C02144,United States,Bronze,2022-11-24
C02145,United Kingdom,Silver,2022-01-30
C02146,France,Bronze,2022-02-08
C02147,United Kingdom,Bronze,2022-12-10
C02148,United States,Bronze,2022-11-23
C02149,United Kingdom,Bronze,2022-07-27
C02150,France,Gold,2022-07-06
C02151,United States,Silver,2022-09-20
C02152,United States,Silver,2022-12-14
C02153,Germany,Bronze,2022-03-23
C02154,France,Bronze,2022-01-16
C02155,United States,Bronze,2022-03-15
C02156,United States,Silver,2022-11-08
C02157,United States,Silver,2022-12-14
C02158,United States,Bronze,2022-08-13
